id_estado,nombre_estado,id_distrito_federal,nombre_distrito,n_casillas,total_votes,election_id,winner_party
7,CHIAPAS,5,,443,152257,DIP_MR_2012,PRI
7,CHIAPAS,6,,433,155000,DIP_MR_2012,PRI
7,CHIAPAS,7,,385,128590,DIP_MR_2012,PAN
7,CHIAPAS,8,,449,160279,DIP_MR_2012,PVEM
7,CHIAPAS,9,,461,147577,DIP_MR_2012,PRD
7,CHIAPAS,10,,419,143276,DIP_MR_2012,PVEM
7,CHIAPAS,11,,462,157034,DIP_MR_2012,PRI
7,CHIAPAS,12,,413,138749,DIP_MR_2012,PAN
8,CHIHUAHUA,1,,660,144912,DIP_MR_2012,PRI
8,CHIHUAHUA,2,,355,76002,DIP_MR_2012,PRI
8,CHIHUAHUA,3,,478,118567,DIP_MR_2012,PAN
8,CHIHUAHUA,4,,369,83748,DIP_MR_2012,PRI
8,CHIHUAHUA,5,,579,153647,DIP_MR_2012,PRI
8,CHIHUAHUA,6,,515,158312,DIP_MR_2012,PAN
8,CHIHUAHUA,7,,615,125225,DIP_MR_2012,PRI
8,CHIHUAHUA,8,,545,150639,DIP_MR_2012,PRI
8,CHIHUAHUA,9,,418,95274,DIP_MR_2012,PRI
9,CIUDAD DE MÉXICO,1,,371,132773,DIP_MR_2012,PRD
9,CIUDAD DE MÉXICO,2,,485,171700,DIP_MR_2012,PRD
9,CIUDAD DE MÉXICO,3,,478,179645,DIP_MR_2012,PRD
9,CIUDAD DE MÉXICO,4,,416,158498,DIP_MR_2012,PRD
9,CIUDAD DE MÉXICO,5,,416,162967,DIP_MR_2012,PAN
9,CIUDAD DE MÉXICO,6,,448,161367,DIP_MR_2012,PRD
9,CIUDAD DE MÉXICO,7,,458,177794,DIP_MR_2012,PRD
9,CIUDAD DE MÉXICO,8,,501,182835,DIP_MR_2012,PRD
9,CIUDAD DE MÉXICO,9,,426,157933,DIP_MR_2012,PRD
9,CIUDAD DE MÉXICO,10,,536,201776,DIP_MR_2012,PAN
9,CIUDAD DE MÉXICO,11,,423,154903,DIP_MR_2012,PRD
9,CIUDAD DE MÉXICO,12,,476,165715,DIP_MR_2012,PRD
9,CIUDAD DE MÉXICO,13,,417,154510,DIP_MR_2012,PRD
9,CIUDAD DE MÉXICO,14,,416,159551,DIP_MR_2012,PRD
9,CIUDAD DE MÉXICO,15,,564,227809,DIP_MR_2012,PAN
9,CIUDAD DE MÉXICO,16,,489,184932,DIP_MR_2012,PRD
9,CIUDAD DE MÉXICO,17,,517,199736,DIP_MR_2012,PRD
9,CIUDAD DE MÉXICO,18,,411,146643,DIP_MR_2012,PRD
9,CIUDAD DE MÉXICO,19,,400,148061,DIP_MR_2012,PRD
9,CIUDAD DE MÉXICO,20,,476,176080,DIP_MR_2012,PRD
9,CIUDAD DE MÉXICO,21,,405,154992,DIP_MR_2012,PRD
9,CIUDAD DE MÉXICO,22,,416,147400,DIP_MR_2012,PRD
9,CIUDAD DE MÉXICO,23,,464,185651,DIP_MR_2012,PRD
9,CIUDAD DE MÉXICO,24,,456,184313,DIP_MR_2012,PRD
9,CIUDAD DE MÉXICO,25,,421,158613,DIP_MR_2012,PRD
9,CIUDAD DE MÉXICO,26,,523,193343,DIP_MR_2012,PRD
9,CIUDAD DE MÉXICO,27,,392,148774,DIP_MR_2012,PRD
10,DURANGO,1,,342,85037,DIP_MR_2012,PRI
10,DURANGO,2,,539,160327,DIP_MR_2012,PRI
10,DURANGO,3,,650,147258,DIP_MR_2012,PRI
10,DURANGO,4,,489,159575,DIP_MR_2012,PRI
11,GUANAJUATO,1,,403,122449,DIP_MR_2012,PAN
11,GUANAJUATO,2,,424,130340,DIP_MR_2012,PAN
11,GUANAJUATO,3,,521,185588,DIP_MR_2012,PAN
11,GUANAJUATO,4,,500,158442,DIP_MR_2012,PAN
11,GUANAJUATO,5,,528,185979,DIP_MR_2012,PAN
11,GUANAJUATO,6,,510,183472,DIP_MR_2012,PAN
11,GUANAJUATO,7,,476,154083,DIP_MR_2012,PAN
11,GUANAJUATO,8,,506,174084,DIP_MR_2012,PAN
11,GUANAJUATO,9,,461,153524,DIP_MR_2012,PAN
11,GUANAJUATO,10,,458,136221,DIP_MR_2012,PAN
11,GUANAJUATO,11,,452,138520,DIP_MR_2012,PAN
11,GUANAJUATO,12,,454,154784,DIP_MR_2012,PAN
11,GUANAJUATO,13,,446,137005,DIP_MR_2012,PAN
11,GUANAJUATO,14,,467,131303,DIP_MR_2012,PAN
12,GUERRERO,1,,535,130891,DIP_MR_2012,PRD
12,GUERRERO,2,,598,146048,DIP_MR_2012,PRI
12,GUERRERO,3,,541,137455,DIP_MR_2012,PRI
12,GUERRERO,4,,482,135339,DIP_MR_2012,PRD
12,GUERRERO,5,,490,143029,DIP_MR_2012,PRD
12,GUERRERO,6,,516,149600,DIP_MR_2012,PRI
12,GUERRERO,7,,467,135553,DIP_MR_2012,PRD
12,GUERRERO,8,,467,129871,DIP_MR_2012,PRD
12,GUERRERO,9,,458,130711,DIP_MR_2012,PRD
13,HIDALGO,1,,464,155238,DIP_MR_2012,PRI
13,HIDALGO,2,,554,151082,DIP_MR_2012,PRI
13,HIDALGO,3,,514,164483,DIP_MR_2012,PRI
13,HIDALGO,4,,426,134251,DIP_MR_2012,PRI
13,HIDALGO,5,,473,169600,DIP_MR_2012,PRI
13,HIDALGO,6,,457,172179,DIP_MR_2012,PRI
13,HIDALGO,7,,495,170808,DIP_MR_2012,PRI
14,JALISCO,1,,418,147203,DIP_MR_2012,PRI
14,JALISCO,2,,452,157910,DIP_MR_2012,PAN
14,JALISCO,3,,469,162293,DIP_MR_2012,PAN
14,JALISCO,4,,431,164363,DIP_MR_2012,PRI
14,JALISCO,5,,510,173266,DIP_MR_2012,PRI
14,JALISCO,6,,483,194153,DIP_MR_2012,PAN
14,JALISCO,7,,405,156239,DIP_MR_2012,PRI
14,JALISCO,8,,448,163174,DIP_MR_2012,PAN
14,JALISCO,9,,407,155002,DIP_MR_2012,PRI
14,JALISCO,10,,416,171523,DIP_MR_2012,PAN
14,JALISCO,11,,412,153686,DIP_MR_2012,PRI
14,JALISCO,12,,622,236383,DIP_MR_2012,PRI
14,JALISCO,13,,455,161938,DIP_MR_2012,PRI
14,JALISCO,14,,407,157181,DIP_MR_2012,PAN
14,JALISCO,15,,455,157597,DIP_MR_2012,PRI
14,JALISCO,16,,456,170859,DIP_MR_2012,PRI
14,JALISCO,17,,480,171854,DIP_MR_2012,PRI
14,JALISCO,18,,415,146791,DIP_MR_2012,PAN
14,JALISCO,19,,495,166729,DIP_MR_2012,PRI
15,MÉXICO,1,,441,165076,DIP_MR_2012,PRI
15,MÉXICO,2,,425,168612,DIP_MR_2012,PRI
15,MÉXICO,3,,404,143468,DIP_MR_2012,PRI
15,MÉXICO,4,,483,190047,DIP_MR_2012,PRI
15,MÉXICO,5,,484,201674,DIP_MR_2012,PRI
15,MÉXICO,6,,462,192560,DIP_MR_2012,PRI
15,MÉXICO,7,,477,190872,DIP_MR_2012,PAN
15,MÉXICO,8,,349,132456,DIP_MR_2012,PRI
15,MÉXICO,9,,430,171033,DIP_MR_2012,PRI
15,MÉXICO,10,,495,181315,DIP_MR_2012,PRI
15,MÉXICO,11,,408,151070,DIP_MR_2012,PRI
15,MÉXICO,12,,568,200344,DIP_MR_2012,PRI
15,MÉXICO,13,,394,137326,DIP_MR_2012,PRI
15,MÉXICO,14,,421,162566,DIP_MR_2012,PAN
15,MÉXICO,15,,423,166410,DIP_MR_2012,PAN
15,MÉXICO,16,,444,162547,DIP_MR_2012,PRI
15,MÉXICO,17,,410,150744,DIP_MR_2012,PRI
15,MÉXICO,18,,455,192185,DIP_MR_2012,PRI
15,MÉXICO,19,,405,152607,DIP_MR_2012,PRI
15,MÉXICO,20,,345,130876,DIP_MR_2012,PRD
15,MÉXICO,21,,373,145406,DIP_MR_2012,PAN
15,MÉXICO,22,,360,130766,DIP_MR_2012,PAN
15,MÉXICO,23,,428,172035,DIP_MR_2012,PRI
15,MÉXICO,24,,347,121787,DIP_MR_2012,PRI
15,MÉXICO,25,,395,139003,DIP_MR_2012,PRI
15,MÉXICO,26,,442,181704,DIP_MR_2012,PRI
15,MÉXICO,27,,416,183260,DIP_MR_2012,PRI
15,MÉXICO,28,,563,232185,DIP_MR_2012,PRI
15,MÉXICO,29,,366,128101,DIP_MR_2012,PRD
15,MÉXICO,30,,374,127605,DIP_MR_2012,PRD
15,MÉXICO,31,,372,126252,DIP_MR_2012,PRD
15,MÉXICO,32,,358,131613,DIP_MR_2012,PRD
15,MÉXICO,33,,500,194170,DIP_MR_2012,PRI
15,MÉXICO,34,,423,176826,DIP_MR_2012,PRI
15,MÉXICO,35,,405,158676,DIP_MR_2012,PRI
15,MÉXICO,36,,464,151919,DIP_MR_2012,PRI
15,MÉXICO,37,,399,160031,DIP_MR_2012,PRI
15,MÉXICO,38,,440,162783,DIP_MR_2012,PRD
15,MÉXICO,39,,433,162515,DIP_MR_2012,PRI
15,MÉXICO,40,,396,157393,DIP_MR_2012,PRI
16,MICHOACÁN DE OCAMPO,1,,429,112782,DIP_MR_2012,PRI
16,MICHOACÁN DE OCAMPO,2,,518,121684,DIP_MR_2012,PRI
16,MICHOACÁN DE OCAMPO,3,,431,114020,DIP_MR_2012,PRI
16,MICHOACÁN DE OCAMPO,4,,506,123791,DIP_MR_2012,PRI
16,MICHOACÁN DE OCAMPO,5,,483,128091,DIP_MR_2012,PRI
16,MICHOACÁN DE OCAMPO,6,,472,117277,DIP_MR_2012,PRI
16,MICHOACÁN DE OCAMPO,7,,467,123137,DIP_MR_2012,PRI
16,MICHOACÁN DE OCAMPO,8,,438,137022,DIP_MR_2012,PRI
16,MICHOACÁN DE OCAMPO,9,,460,129091,DIP_MR_2012,PRI
16,MICHOACÁN DE OCAMPO,10,,452,146519,DIP_MR_2012,PRI
16,MICHOACÁN DE OCAMPO,11,,486,120909,DIP_MR_2012,PRD
16,MICHOACÁN DE OCAMPO,12,,444,101280,DIP_MR_2012,PRI
17,MORELOS,1,,486,176770,DIP_MR_2012,PRD
17,MORELOS,2,,450,166134,DIP_MR_2012,PRD
17,MORELOS,3,,427,157185,DIP_MR_2012,PRD
17,MORELOS,4,,427,147481,DIP_MR_2012,PRI
17,MORELOS,5,,426,149821,DIP_MR_2012,PAN
18,NAYARIT,1,,430,110478,DIP_MR_2012,PRI
18,NAYARIT,2,,488,147873,DIP_MR_2012,PRI
18,NAYARIT,3,,521,146016,DIP_MR_2012,PRI
19,NUEVO LEÓN,1,,445,163184,DIP_MR_2012,PAN
19,NUEVO LEÓN,2,,525,173110,DIP_MR_2012,PRI
19,NUEVO LEÓN,3,,526,177890,DIP_MR_2012,PAN
19,NUEVO LEÓN,4,,434,152719,DIP_MR_2012,PAN
19,NUEVO LEÓN,5,,354,116218,DIP_MR_2012,PRI
19,NUEVO LEÓN,6,,361,141474,DIP_MR_2012,PAN
19,NUEVO LEÓN,7,,414,118978,DIP_MR_2012,PAN
19,NUEVO LEÓN,8,,421,149292,DIP_MR_2012,PAN
19,NUEVO LEÓN,9,,518,168900,DIP_MR_2012,PRI
19,NUEVO LEÓN,10,,368,131437,DIP_MR_2012,PAN
19,NUEVO LEÓN,11,,406,144874,DIP_MR_2012,PAN
19,NUEVO LEÓN,12,,775,255359,DIP_MR_2012,PRI
20,OAXACA,1,,401,138861,DIP_MR_2012,PAN
20,OAXACA,2,,377,123979,DIP_MR_2012,PRI
20,OAXACA,3,,512,135513,DIP_MR_2012,PRI
20,OAXACA,4,,452,111219,DIP_MR_2012,PRI
20,OAXACA,5,,388,124195,DIP_MR_2012,PRD
20,OAXACA,6,,485,113983,DIP_MR_2012,PRD
20,OAXACA,7,,441,136424,DIP_MR_2012,PRI
20,OAXACA,8,,454,165838,DIP_MR_2012,PRD
20,OAXACA,9,,426,128735,DIP_MR_2012,PRD
20,OAXACA,10,,392,113219,DIP_MR_2012,PAN
20,OAXACA,11,,440,138976,DIP_MR_2012,PRD
21,PUEBLA,1,,449,156527,DIP_MR_2012,PAN
21,PUEBLA,2,,406,142409,DIP_MR_2012,PRI
21,PUEBLA,3,,407,142100,DIP_MR_2012,PAN
21,PUEBLA,4,,420,146224,DIP_MR_2012,PRI
21,PUEBLA,5,,386,135788,DIP_MR_2012,PRI
21,PUEBLA,6,,464,171056,DIP_MR_2012,PAN
21,PUEBLA,7,,372,133130,DIP_MR_2012,PRI
21,PUEBLA,8,,358,125174,DIP_MR_2012,PAN
21,PUEBLA,9,,457,167105,DIP_MR_2012,PAN
21,PUEBLA,10,,434,162562,DIP_MR_2012,PAN
21,PUEBLA,11,,476,175210,DIP_MR_2012,PAN
21,PUEBLA,12,,461,176122,DIP_MR_2012,PAN
21,PUEBLA,13,,402,122637,DIP_MR_2012,PAN
21,PUEBLA,14,,426,119650,DIP_MR_2012,PRI
21,PUEBLA,15,,377,139021,DIP_MR_2012,PAN
21,PUEBLA,16,,368,117928,DIP_MR_2012,PRI
22,QUERÉTARO,1,,523,185505,DIP_MR_2012,PRI
22,QUERÉTARO,2,,557,193985,DIP_MR_2012,PAN
22,QUERÉTARO,3,,539,195685,DIP_MR_2012,PAN
22,QUERÉTARO,4,,530,200357,DIP_MR_2012,PAN
23,QUINTANA ROO,1,,775,228139,DIP_MR_2012,PRI
23,QUINTANA ROO,2,,433,143754,DIP_MR_2012,PRI
23,QUINTANA ROO,3,,376,115779,DIP_MR_2012,PAN
24,SAN LUIS POTOSÍ,1,,488,132353,DIP_MR_2012,PRI
24,SAN LUIS POTOSÍ,2,,456,146648,DIP_MR_2012,PAN
24,SAN LUIS POTOSÍ,3,,514,135442,DIP_MR_2012,PRI
24,SAN LUIS POTOSÍ,4,,434,127801,DIP_MR_2012,PRI
24,SAN LUIS POTOSÍ,5,,456,151426,DIP_MR_2012,PAN
24,SAN LUIS POTOSÍ,6,,453,149545,DIP_MR_2012,PAN
24,SAN LUIS POTOSÍ,7,,488,154484,DIP_MR_2012,PRI
25,SINALOA,1,,595,114939,DIP_MR_2012,PRI
25,SINALOA,2,,586,157057,DIP_MR_2012,PAN
25,SINALOA,3,,586,134834,DIP_MR_2012,PRI
25,SINALOA,4,,479,115783,DIP_MR_2012,PRI
25,SINALOA,5,,585,144128,DIP_MR_2012,PRI
25,SINALOA,6,,513,121966,DIP_MR_2012,PRI
25,SINALOA,7,,510,122346,DIP_MR_2012,PRI
25,SINALOA,8,,492,117808,DIP_MR_2012,PAN
26,SONORA,1,,448,129923,DIP_MR_2012,PAN
26,SONORA,2,,463,133759,DIP_MR_2012,PAN
26,SONORA,3,,401,129622,DIP_MR_2012,PAN
26,SONORA,4,,443,134675,DIP_MR_2012,PRI
26,SONORA,5,,400,127054,DIP_MR_2012,PAN
26,SONORA,6,,502,153396,DIP_MR_2012,PRI
26,SONORA,7,,422,141086,DIP_MR_2012,PAN
27,TABASCO,1,,402,149586,DIP_MR_2012,PRI
27,TABASCO,2,,392,147409,DIP_MR_2012,PRD
27,TABASCO,3,,428,173819,DIP_MR_2012,PRD
27,TABASCO,4,,435,167805,DIP_MR_2012,PRD
27,TABASCO,5,,423,178504,DIP_MR_2012,PRD
27,TABASCO,6,,482,189985,DIP_MR_2012,PRD
28,TAMAULIPAS,1,,537,155640,DIP_MR_2012,PAN
28,TAMAULIPAS,2,,541,159195,DIP_MR_2012,PAN
28,TAMAULIPAS,3,,722,199771,DIP_MR_2012,PAN
28,TAMAULIPAS,4,,489,145267,DIP_MR_2012,PAN
28,TAMAULIPAS,5,,475,158075,DIP_MR_2012,PRI
28,TAMAULIPAS,6,,499,146128,DIP_MR_2012,PRI
28,TAMAULIPAS,7,,482,170172,DIP_MR_2012,PAN
28,TAMAULIPAS,8,,436,152974,DIP_MR_2012,PAN
29,TLAXCALA,1,,495,153321,DIP_MR_2012,PRI
29,TLAXCALA,2,,440,165414,DIP_MR_2012,PRI
29,TLAXCALA,3,,456,149067,DIP_MR_2012,PRI
30,VERACRUZ DE IGNACIO DE LA LLAVE,1,,410,128793,DIP_MR_2012,PRI
30,VERACRUZ DE IGNACIO DE LA LLAVE,2,,465,166978,DIP_MR_2012,PAN
30,VERACRUZ DE IGNACIO DE LA LLAVE,3,,413,137358,DIP_MR_2012,PRI
30,VERACRUZ DE IGNACIO DE LA LLAVE,4,,420,155255,DIP_MR_2012,PAN
30,VERACRUZ DE IGNACIO DE LA LLAVE,5,,424,143523,DIP_MR_2012,PRI
30,VERACRUZ DE IGNACIO DE LA LLAVE,6,,399,136632,DIP_MR_2012,PRI
30,VERACRUZ DE IGNACIO DE LA LLAVE,7,,488,150836,DIP_MR_2012,PAN
30,VERACRUZ DE IGNACIO DE LA LLAVE,8,,538,188424,DIP_MR_2012,PAN
30,VERACRUZ DE IGNACIO DE LA LLAVE,9,,463,168130,DIP_MR_2012,PRI
30,VERACRUZ DE IGNACIO DE LA LLAVE,10,,472,169541,DIP_MR_2012,PRD
30,VERACRUZ DE IGNACIO DE LA LLAVE,11,,471,160353,DIP_MR_2012,PRI
30,VERACRUZ DE IGNACIO DE LA LLAVE,12,,456,151300,DIP_MR_2012,PAN
30,VERACRUZ DE IGNACIO DE LA LLAVE,13,,471,178610,DIP_MR_2012,PAN
30,VERACRUZ DE IGNACIO DE LA LLAVE,14,,476,146944,DIP_MR_2012,PRI
30,VERACRUZ DE IGNACIO DE LA LLAVE,15,,490,175754,DIP_MR_2012,PRI
30,VERACRUZ DE IGNACIO DE LA LLAVE,16,,466,179178,DIP_MR_2012,PAN
30,VERACRUZ DE IGNACIO DE LA LLAVE,17,,534,178466,DIP_MR_2012,PAN
30,VERACRUZ DE IGNACIO DE LA LLAVE,18,,431,158375,DIP_MR_2012,PRI
30,VERACRUZ DE IGNACIO DE LA LLAVE,19,,436,142982,DIP_MR_2012,PAN
30,VERACRUZ DE IGNACIO DE LA LLAVE,20,,423,145587,DIP_MR_2012,PAN
30,VERACRUZ DE IGNACIO DE LA LLAVE,21,,443,156231,DIP_MR_2012,PRI
31,YUCATÁN,1,,427,188642,DIP_MR_2012,PRI
31,YUCATÁN,2,,469,201112,DIP_MR_2012,PRI
31,YUCATÁN,3,,534,210152,DIP_MR_2012,PAN
31,YUCATÁN,4,,478,196703,DIP_MR_2012,PAN
31,YUCATÁN,5,,455,206258,DIP_MR_2012,PRI
32,ZACATECAS,1,,580,153748,DIP_MR_2012,PRI
32,ZACATECAS,2,,748,149084,DIP_MR_2012,PRI
32,ZACATECAS,3,,587,154711,DIP_MR_2012,PRI
32,ZACATECAS,4,,548,161542,DIP_MR_2012,PRI
