id_estado,nombre_estado,id_distrito_federal,nombre_distrito,n_casillas,total_votes,election_id,winner_party
8,CHIHUAHUA,4,JUÁREZ,609,171905,DIP_MR_2018,MORENA
8,CHIHUAHUA,5,DELICIAS,597,173327,DIP_MR_2018,PAN
8,CHIHUAHUA,6,CHIHUAHUA,639,207506,DIP_MR_2018,PAN
8,CHIHUAHUA,7,CUAUHTÉMOC,651,143818,DIP_MR_2018,MORENA
8,CHIHUAHUA,8,CHIHUAHUA,598,173703,DIP_MR_2018,PAN
8,CHIHUAHUA,9,HIDALGO DEL PARRAL,528,141348,DIP_MR_2018,PRI
9,CIUDAD DE MÉXICO,1,GUSTAVO A. MADERO,524,202614,DIP_MR_2018,MORENA
9,CIUDAD DE MÉXICO,2,GUSTAVO A. MADERO,672,248080,DIP_MR_2018,MORENA
9,CIUDAD DE MÉXICO,3,AZCAPOTZALCO,685,262599,DIP_MR_2018,MORENA
9,CIUDAD DE MÉXICO,4,IZTAPALAPA,463,186752,DIP_MR_2018,MORENA
9,CIUDAD DE MÉXICO,5,TLALPAN,444,181541,DIP_MR_2018,MORENA
9,CIUDAD DE MÉXICO,6,LA MAGDALENA CONTRERAS,555,217587,DIP_MR_2018,MORENA
9,CIUDAD DE MÉXICO,7,GUSTAVO A. MADERO,636,251758,DIP_MR_2018,MORENA
9,CIUDAD DE MÉXICO,8,CUAUHTÉMOC,479,178475,DIP_MR_2018,MORENA
9,CIUDAD DE MÉXICO,9,TLÁHUAC,470,185811,DIP_MR_2018,MORENA
9,CIUDAD DE MÉXICO,10,MIGUEL HIDALGO,555,219193,DIP_MR_2018,MORENA
9,CIUDAD DE MÉXICO,11,VENUSTIANO CARRANZA,527,209596,DIP_MR_2018,MORENA
9,CIUDAD DE MÉXICO,12,CUAUHTÉMOC,519,192836,DIP_MR_2018,MORENA
9,CIUDAD DE MÉXICO,13,IZTACALCO,626,246900,DIP_MR_2018,MORENA
9,CIUDAD DE MÉXICO,14,TLALPAN,459,183461,DIP_MR_2018,MORENA
9,CIUDAD DE MÉXICO,15,BENITO JUÁREZ,616,263901,DIP_MR_2018,PAN
9,CIUDAD DE MÉXICO,16,ÁLVARO OBREGÓN,559,223302,DIP_MR_2018,MORENA
9,CIUDAD DE MÉXICO,17,CUAJIMALPA DE MORELOS,514,218745,DIP_MR_2018,MORENA
9,CIUDAD DE MÉXICO,18,IZTAPALAPA,560,223842,DIP_MR_2018,MORENA
9,CIUDAD DE MÉXICO,19,IZTAPALAPA,511,205922,DIP_MR_2018,MORENA
9,CIUDAD DE MÉXICO,20,IZTAPALAPA,472,190745,DIP_MR_2018,MORENA
9,CIUDAD DE MÉXICO,21,XOCHIMILCO,482,196892,DIP_MR_2018,MORENA
9,CIUDAD DE MÉXICO,22,IZTAPALAPA,443,181322,DIP_MR_2018,MORENA
9,CIUDAD DE MÉXICO,23,COYOACÁN,602,253831,DIP_MR_2018,MORENA
9,CIUDAD DE MÉXICO,24,COYOACÁN,574,234943,DIP_MR_2018,MORENA
10,DURANGO,1,VICTORIA DE DURANGO,654,165268,DIP_MR_2018,PRI
10,DURANGO,2,GÓMEZ PALACIO,624,178513,DIP_MR_2018,MORENA
10,DURANGO,3,GUADALUPE VICTORIA,634,170450,DIP_MR_2018,MORENA
10,DURANGO,4,VICTORIA DE DURANGO,546,181119,DIP_MR_2018,PAN
11,GUANAJUATO,1,SAN LUIS DE LA PAZ,461,135642,DIP_MR_2018,PAN
11,GUANAJUATO,2,SAN MIGUEL DE ALLENDE,507,139297,DIP_MR_2018,PAN
11,GUANAJUATO,3,LEÓN,455,159266,DIP_MR_2018,PAN
11,GUANAJUATO,4,GUANAJUATO,467,128307,DIP_MR_2018,PAN
11,GUANAJUATO,5,LEÓN,481,146922,DIP_MR_2018,PAN
11,GUANAJUATO,6,LEÓN,477,144119,DIP_MR_2018,PAN
11,GUANAJUATO,7,SAN FRANCISCO DEL RINCÓN,527,145643,DIP_MR_2018,PAN
11,GUANAJUATO,8,SALAMANCA,534,170643,DIP_MR_2018,MORENA
11,GUANAJUATO,9,IRAPUATO,451,129307,DIP_MR_2018,PAN
11,GUANAJUATO,10,URIANGATO,563,166061,DIP_MR_2018,PAN
11,GUANAJUATO,11,LEÓN,418,135964,DIP_MR_2018,PAN
11,GUANAJUATO,12,CELAYA,538,162456,DIP_MR_2018,PAN
11,GUANAJUATO,13,VALLE DE SANTIAGO,546,154856,DIP_MR_2018,PAN
11,GUANAJUATO,14,ACÁMBARO,554,144163,DIP_MR_2018,PAN
11,GUANAJUATO,15,IRAPUATO,448,129936,DIP_MR_2018,PAN
12,GUERRERO,1,CD. ALTAMIRANO,640,155765,DIP_MR_2018,MORENA
12,GUERRERO,2,IGUALA,551,171673,DIP_MR_2018,MORENA
12,GUERRERO,3,ZIHUATANEJO,644,184924,DIP_MR_2018,MORENA
12,GUERRERO,4,ACAPULCO,524,169782,DIP_MR_2018,MORENA
12,GUERRERO,5,TLAPA,520,163935,DIP_MR_2018,MORENA
12,GUERRERO,6,CHILAPA,565,165568,DIP_MR_2018,PRD
12,GUERRERO,7,CHILPANCINGO,469,158061,DIP_MR_2018,MORENA
12,GUERRERO,8,AYUTLA DE LOS LIBRES,515,163412,DIP_MR_2018,MORENA
12,GUERRERO,9,ACAPULCO,459,151253,DIP_MR_2018,MORENA
13,HIDALGO,1,HUEJUTLA DE REYES,533,181059,DIP_MR_2018,MORENA
13,HIDALGO,2,IXMIQUILPAN,597,184022,DIP_MR_2018,MORENA
13,HIDALGO,3,ACTOPAN,560,186448,DIP_MR_2018,MORENA
13,HIDALGO,4,TULANCINGO DE BRAVO,503,166132,DIP_MR_2018,MORENA
13,HIDALGO,5,TULA DE ALLENDE,532,199185,DIP_MR_2018,MORENA
13,HIDALGO,6,PACHUCA DE SOTO,557,216019,DIP_MR_2018,MORENA
13,HIDALGO,7,TEPEAPULCO,486,181759,DIP_MR_2018,MORENA
14,JALISCO,1,TEQUILA,485,164985,DIP_MR_2018,MOVIMIENTO CIUDADANO
14,JALISCO,2,LAGOS DE MORENO,448,146591,DIP_MR_2018,PAN
14,JALISCO,3,TEPATITLÁN DE MORELOS,554,176224,DIP_MR_2018,PAN
14,JALISCO,4,ZAPOPAN,446,156080,DIP_MR_2018,MORENA
14,JALISCO,5,PUERTO VALLARTA,470,148991,DIP_MR_2018,MORENA
14,JALISCO,6,ZAPOPAN,502,173507,DIP_MR_2018,MOVIMIENTO CIUDADANO
14,JALISCO,7,TONALÁ,377,131115,DIP_MR_2018,MORENA
14,JALISCO,8,GUADALAJARA,603,211634,DIP_MR_2018,CAND_IND_01
14,JALISCO,9,GUADALAJARA,500,169257,DIP_MR_2018,MORENA
14,JALISCO,10,ZAPOPAN,451,177228,DIP_MR_2018,CAND_IND_01
14,JALISCO,11,GUADALAJARA,533,183199,DIP_MR_2018,MOVIMIENTO CIUDADANO
14,JALISCO,12,SANTA CRUZ DE LAS FLORES,515,168825,DIP_MR_2018,MOVIMIENTO CIUDADANO
14,JALISCO,13,TLAQUEPAQUE,448,164413,DIP_MR_2018,CAND_IND_01
14,JALISCO,14,GUADALAJARA,535,189728,DIP_MR_2018,MOVIMIENTO CIUDADANO
14,JALISCO,15,LA BARCA,526,170784,DIP_MR_2018,MORENA
14,JALISCO,16,TLAQUEPAQUE,456,155848,DIP_MR_2018,MORENA
14,JALISCO,17,JOCOTEPEC,438,152364,DIP_MR_2018,MOVIMIENTO CIUDADANO
14,JALISCO,18,AUTLÁN DE NAVARRO,513,169470,DIP_MR_2018,MOVIMIENTO CIUDADANO
14,JALISCO,19,CIUDAD GUZMÁN,533,180212,DIP_MR_2018,MOVIMIENTO CIUDADANO
14,JALISCO,20,TONALÁ,420,140738,DIP_MR_2018,MOVIMIENTO CIUDADANO
15,MÉXICO,1,JILOTEPEC DE ANDRÉS MOLINA ENRÍQUEZ,551,215241,DIP_MR_2018,MORENA
15,MÉXICO,2,SANTA MARIA TULTEPEC,418,179194,DIP_MR_2018,MORENA
15,MÉXICO,3,ATLACOMULCO DE FABELA,523,209023,DIP_MR_2018,MORENA
15,MÉXICO,4,NICOLÁS ROMERO,442,186808,DIP_MR_2018,MORENA
15,MÉXICO,5,TEOTIHUACÁN DE ARISTA,443,189536,DIP_MR_2018,MORENA
15,MÉXICO,6,COACALCO DE BERRIOZÁBAL,459,187230,DIP_MR_2018,MORENA
15,MÉXICO,7,CUAUTITLÁN IZCALLI,494,204698,DIP_MR_2018,MORENA
15,MÉXICO,8,TULTITLÁN DE MARIANO ESCOBEDO,398,157127,DIP_MR_2018,MORENA
15,MÉXICO,9,SAN FELIPE DEL PROGRESO,477,182632,DIP_MR_2018,PRI
15,MÉXICO,10,ECATEPEC DE MORELOS,417,162732,DIP_MR_2018,MORENA
15,MÉXICO,11,ECATEPEC DE MORELOS,444,176602,DIP_MR_2018,MORENA
15,MÉXICO,12,IXTAPALUCA,430,163870,DIP_MR_2018,MORENA
15,MÉXICO,13,ECATEPEC DE MORELOS,449,174252,DIP_MR_2018,MORENA
15,MÉXICO,14,CIUDAD ADOLFO LÓPEZ MATEOS,483,201437,DIP_MR_2018,MORENA
15,MÉXICO,15,CIUDAD ADOLFO LÓPEZ MATEOS,464,195143,DIP_MR_2018,MORENA
15,MÉXICO,16,ECATEPEC DE MORELOS,461,175730,DIP_MR_2018,MORENA
15,MÉXICO,17,ECATEPEC DE MORELOS,428,162774,DIP_MR_2018,MORENA
15,MÉXICO,18,HUIXQUILUCAN DE DEGOLLADO,467,212792,DIP_MR_2018,MORENA
15,MÉXICO,19,TLALNEPANTLA DE BAZ,551,211796,DIP_MR_2018,MORENA
15,MÉXICO,20,CD. NEZAHUALCÓYOTL,479,182652,DIP_MR_2018,MORENA
15,MÉXICO,21,AMECAMECA DE JUÁREZ,422,171274,DIP_MR_2018,MORENA
15,MÉXICO,22,NAUCALPAN DE JUÁREZ,582,229840,DIP_MR_2018,MORENA
15,MÉXICO,23,LERMA DE VILLADA,469,203302,DIP_MR_2018,MORENA
15,MÉXICO,24,NAUCALPAN DE JUÁREZ,573,200170,DIP_MR_2018,MORENA
15,MÉXICO,25,CHIMALHUACÁN,381,149202,DIP_MR_2018,MORENA
15,MÉXICO,26,TOLUCA DE LERDO,478,212369,DIP_MR_2018,MORENA
15,MÉXICO,27,METEPEC,485,224597,DIP_MR_2018,MORENA
15,MÉXICO,28,ZUMPANGO DE OCAMPO,487,190769,DIP_MR_2018,MORENA
15,MÉXICO,29,CD. NEZAHUALCÓYOTL,522,190248,DIP_MR_2018,MORENA
15,MÉXICO,30,CHIMALHUACÁN,404,154582,DIP_MR_2018,MORENA
15,MÉXICO,31,CD. NEZAHUALCÓYOTL,507,182081,DIP_MR_2018,MORENA
15,MÉXICO,32,VALLE DE CHALCO SOLIDARIDAD,402,159574,DIP_MR_2018,MORENA
15,MÉXICO,33,CHALCO DE DÍAZ COVARRUBIAS,388,160480,DIP_MR_2018,MORENA
15,MÉXICO,34,TOLUCA DE LERDO,525,229253,DIP_MR_2018,MORENA
15,MÉXICO,35,TENANCINGO DE DEGOLLADO,478,188377,DIP_MR_2018,MORENA
15,MÉXICO,36,TEJUPILCO DE HIDALGO,577,210589,DIP_MR_2018,MORENA
15,MÉXICO,37,CUAUTITLÁN,433,190561,DIP_MR_2018,MORENA
15,MÉXICO,38,TEXCOCO DE MORA,446,186252,DIP_MR_2018,MORENA
15,MÉXICO,39,LOS REYES ACAQUILPAN,408,160033,DIP_MR_2018,MORENA
15,MÉXICO,40,SAN MIGUEL ZINACANTEPEC,484,200863,DIP_MR_2018,MORENA
15,MÉXICO,41,OJO DE AGUA,503,215534,DIP_MR_2018,MORENA
16,MICHOACÁN DE OCAMPO,1,LÁZARO CÁRDENAS,469,153863,DIP_MR_2018,MORENA
16,MICHOACÁN DE OCAMPO,2,PURUÁNDIRO,566,169787,DIP_MR_2018,PRD
16,MICHOACÁN DE OCAMPO,3,HEROICA ZITÁCUARO,503,164604,DIP_MR_2018,MORENA
16,MICHOACÁN DE OCAMPO,4,JIQUILPAN DE JUÁREZ,559,161464,DIP_MR_2018,MORENA
16,MICHOACÁN DE OCAMPO,5,ZAMORA DE HIDALGO,523,151896,DIP_MR_2018,MORENA
16,MICHOACÁN DE OCAMPO,6,CIUDAD HIDALGO,498,153185,DIP_MR_2018,MORENA
16,MICHOACÁN DE OCAMPO,7,ZACAPU,466,142299,DIP_MR_2018,MORENA
16,MICHOACÁN DE OCAMPO,8,MORELIA,463,144601,DIP_MR_2018,MORENA
16,MICHOACÁN DE OCAMPO,9,URUAPAN DEL PROGRESO,398,122419,DIP_MR_2018,MORENA
16,MICHOACÁN DE OCAMPO,10,MORELIA,524,174275,DIP_MR_2018,MORENA
16,MICHOACÁN DE OCAMPO,11,PÁTZCUARO,505,159427,DIP_MR_2018,MORENA
16,MICHOACÁN DE OCAMPO,12,APATZINGÁN DE LA CONSTITUCIÓN,454,133823,DIP_MR_2018,MORENA
17,MORELOS,1,CUERNAVACA,511,191586,DIP_MR_2018,MORENA
17,MORELOS,2,JIUTEPEC,442,172607,DIP_MR_2018,MORENA
17,MORELOS,3,CUAUTLA,484,175844,DIP_MR_2018,MORENA
17,MORELOS,4,JOJUTLA,503,180007,DIP_MR_2018,MORENA
17,MORELOS,5,YAUTEPEC,459,179270,DIP_MR_2018,MORENA
18,NAYARIT,1,SANTIAGO IXCUINTLA,571,138517,DIP_MR_2018,MORENA
18,NAYARIT,2,TEPIC,560,173526,DIP_MR_2018,MORENA
18,NAYARIT,3,COMPOSTELA,525,143727,DIP_MR_2018,MORENA
19,NUEVO LEÓN,1,SANTA CATARINA,503,179444,DIP_MR_2018,PAN
19,NUEVO LEÓN,2,APODACA,551,172179,DIP_MR_2018,PAN
19,NUEVO LEÓN,3,GRAL. ESCOBEDO,459,136625,DIP_MR_2018,PAN
19,NUEVO LEÓN,4,SAN NICOLÁS DE LOS GARZA,615,217591,DIP_MR_2018,PAN
19,NUEVO LEÓN,5,MONTERREY,390,114865,DIP_MR_2018,PRI
19,NUEVO LEÓN,6,MONTERREY,599,214494,DIP_MR_2018,PAN
19,NUEVO LEÓN,7,GARCÍA,635,179322,DIP_MR_2018,PAN
19,NUEVO LEÓN,8,GUADALUPE,490,155453,DIP_MR_2018,PAN
19,NUEVO LEÓN,9,LINARES,611,191152,DIP_MR_2018,PRI
19,NUEVO LEÓN,10,MONTERREY,602,185625,DIP_MR_2018,PAN
19,NUEVO LEÓN,11,GUADALUPE,546,188019,DIP_MR_2018,PAN
19,NUEVO LEÓN,12,BENITO JUÁREZ,556,150706,DIP_MR_2018,MORENA
20,OAXACA,1,SAN JUAN BAUTISTA TUXTEPEC,504,191789,DIP_MR_2018,MORENA
20,OAXACA,2,TEOTITLÁN DE FLORES MAGÓN,532,183124,DIP_MR_2018,MORENA
20,OAXACA,3,HEROICA CIUDAD DE HUAJUAPAN DE LEÓN,561,176026,DIP_MR_2018,MORENA
20,OAXACA,4,TLACOLULA DE MATAMOROS,578,171328,DIP_MR_2018,MORENA
20,OAXACA,5,SALINA CRUZ,503,170981,DIP_MR_2018,MORENA
20,OAXACA,6,HEROICA CIUDAD DE TLAXIACO,559,159232,DIP_MR_2018,MORENA
20,OAXACA,7,CIUDAD IXTEPEC,548,190265,DIP_MR_2018,MORENA
20,OAXACA,8,OAXACA DE JUÁREZ,524,199332,DIP_MR_2018,MORENA
20,OAXACA,9,PUERTO ESCONDIDO,489,177828,DIP_MR_2018,MORENA
20,OAXACA,10,MIAHUATLÁN DE PORFIRIO DÍAZ,558,184560,DIP_MR_2018,MORENA
21,PUEBLA,1,HUAUCHINANGO DE DEGOLLADO,506,196647,DIP_MR_2018,MORENA
21,PUEBLA,2,CUAUTILULCO BARRIO,504,199253,DIP_MR_2018,PRI
21,PUEBLA,3,TEZIUTLÁN,480,189473,DIP_MR_2018,MORENA
21,PUEBLA,4,AJALPAN,476,194231,DIP_MR_2018,MORENA
21,PUEBLA,5,SAN MARTÍN TEXMELUCAN DE LABASTIDA,467,180037,DIP_MR_2018,MORENA
21,PUEBLA,6,HEROICA PUEBLA DE ZARAGOZA,474,178179,DIP_MR_2018,MORENA
21,PUEBLA,7,TEPEACA,456,188276,DIP_MR_2018,MORENA
21,PUEBLA,8,CIUDAD SERDÁN,467,186798,DIP_MR_2018,MORENA
21,PUEBLA,9,HEROICA PUEBLA DE ZARAGOZA,546,196368,DIP_MR_2018,MORENA
21,PUEBLA,10,CHOLULA DE RIVADAVIA,501,210346,DIP_MR_2018,MORENA
21,PUEBLA,11,HEROICA PUEBLA DE ZARAGOZA,477,177805,DIP_MR_2018,MORENA
21,PUEBLA,12,HEROICA PUEBLA DE ZARAGOZA,595,208176,DIP_MR_2018,MORENA
21,PUEBLA,13,ATLIXCO,537,193978,DIP_MR_2018,MORENA
21,PUEBLA,14,ACATLÁN DE OSORIO,556,206613,DIP_MR_2018,MORENA
21,PUEBLA,15,TEHUACÁN,463,189066,DIP_MR_2018,MORENA
22,QUERÉTARO,1,CADEREYTA DE MONTES,456,156369,DIP_MR_2018,PAN
22,QUERÉTARO,2,SAN JUAN DEL RÍO,465,173408,DIP_MR_2018,MORENA
22,QUERÉTARO,3,SANTIAGO DE QUERÉTARO,579,202526,DIP_MR_2018,MORENA
22,QUERÉTARO,4,SANTIAGO DE QUERÉTARO,585,219388,DIP_MR_2018,PAN
22,QUERÉTARO,5,EL PUEBLITO,519,195565,DIP_MR_2018,PAN
23,QUINTANA ROO,1,PLAYA DEL CARMEN,572,185698,DIP_MR_2018,MORENA
23,QUINTANA ROO,2,CHETUMAL,491,174792,DIP_MR_2018,MORENA
23,QUINTANA ROO,3,CANCÚN,474,143724,DIP_MR_2018,MORENA
23,QUINTANA ROO,4,CANCÚN,541,182754,DIP_MR_2018,MORENA
24,SAN LUIS POTOSÍ,1,MATEHUALA,524,160516,DIP_MR_2018,PRI
24,SAN LUIS POTOSÍ,2,SOLEDAD DE GRACIANO SÁNCHEZ,541,185202,DIP_MR_2018,PRD
24,SAN LUIS POTOSÍ,3,RIOVERDE,560,154739,DIP_MR_2018,PRI
24,SAN LUIS POTOSÍ,4,CIUDAD VALLES,442,146317,DIP_MR_2018,MORENA
24,SAN LUIS POTOSÍ,5,SAN LUIS POTOSÍ,512,175992,DIP_MR_2018,PAN
24,SAN LUIS POTOSÍ,6,SAN LUIS POTOSÍ,501,164972,DIP_MR_2018,MORENA
24,SAN LUIS POTOSÍ,7,TAMAZUNCHALE,521,174674,DIP_MR_2018,PRI
25,SINALOA,1,MAZATLÁN,609,159798,DIP_MR_2018,MORENA
25,SINALOA,2,LOS MOCHIS,666,193153,DIP_MR_2018,MORENA
25,SINALOA,3,GUAMÚCHIL,866,191191,DIP_MR_2018,MORENA
25,SINALOA,4,GUASAVE,754,187208,DIP_MR_2018,MORENA
25,SINALOA,5,CULIACÁN DE ROSALES,587,173914,DIP_MR_2018,MORENA
25,SINALOA,6,MAZATLÁN,670,167125,DIP_MR_2018,MORENA
25,SINALOA,7,CULIACÁN DE ROSALES,658,161247,DIP_MR_2018,MORENA
26,SONORA,1,SAN LUIS RÍO COLORADO,490,126911,DIP_MR_2018,MORENA
26,SONORA,2,NOGALES,557,153045,DIP_MR_2018,MORENA
26,SONORA,3,HERMOSILLO,501,144093,DIP_MR_2018,MORENA
26,SONORA,4,GUAYMAS,542,156258,DIP_MR_2018,MORENA
26,SONORA,5,HERMOSILLO,496,147486,DIP_MR_2018,MORENA
26,SONORA,6,CD. OBREGÓN,548,158171,DIP_MR_2018,MORENA
26,SONORA,7,NAVOJOA,470,146547,DIP_MR_2018,MORENA
27,TABASCO,1,MACUSPANA,448,163501,DIP_MR_2018,MORENA
27,TABASCO,2,HEROICA CÁRDENAS,535,197386,DIP_MR_2018,MORENA
27,TABASCO,3,COMALCALCO,410,165266,DIP_MR_2018,MORENA
27,TABASCO,4,VILLAHERMOSA,524,209847,DIP_MR_2018,MORENA
27,TABASCO,5,PARAÍSO,492,210213,DIP_MR_2018,MORENA
27,TABASCO,6,VILLAHERMOSA,475,191795,DIP_MR_2018,MORENA
28,TAMAULIPAS,1,NUEVO LAREDO,518,158638,DIP_MR_2018,PAN
28,TAMAULIPAS,2,REYNOSA,494,157604,DIP_MR_2018,MORENA
28,TAMAULIPAS,3,RÍO BRAVO,533,169480,DIP_MR_2018,PAN
28,TAMAULIPAS,4,H. MATAMOROS,482,167100,DIP_MR_2018,MORENA
28,TAMAULIPAS,5,CIUDAD VICTORIA,527,197286,DIP_MR_2018,PAN
28,TAMAULIPAS,6,CIUDAD MANTE,569,190229,DIP_MR_2018,PAN
28,TAMAULIPAS,7,CIUDAD MADERO,455,173577,DIP_MR_2018,MORENA
28,TAMAULIPAS,8,TAMPICO,516,191764,DIP_MR_2018,MORENA
28,TAMAULIPAS,9,REYNOSA,494,154084,DIP_MR_2018,MORENA
29,TLAXCALA,1,APIZACO,513,182691,DIP_MR_2018,MORENA
29,TLAXCALA,2,TLAXCALA DE XICOHTÉNCATL,499,206682,DIP_MR_2018,MORENA
29,TLAXCALA,3,ZACATELCO,514,192152,DIP_MR_2018,MORENA
30,VERACRUZ DE IGNACIO DE LA LLAVE,1,PÁNUCO,492,154570,DIP_MR_2018,PAN
30,VERACRUZ DE IGNACIO DE LA LLAVE,2,TANTOYUCA,481,168198,DIP_MR_2018,PAN
30,VERACRUZ DE IGNACIO DE LA LLAVE,3,TUXPAM DE RODRÍGUEZ CANO,451,156256,DIP_MR_2018,MORENA
30,VERACRUZ DE IGNACIO DE LA LLAVE,4,VERACRUZ,532,180139,DIP_MR_2018,MORENA
30,VERACRUZ DE IGNACIO DE LA LLAVE,5,POZA RICA DE HIDALGO,433,157124,DIP_MR_2018,MORENA
30,VERACRUZ DE IGNACIO DE LA LLAVE,6,PAPANTLA DE OLARTE,536,179659,DIP_MR_2018,MORENA
30,VERACRUZ DE IGNACIO DE LA LLAVE,7,MARTÍNEZ DE LA TORRE,544,173069,DIP_MR_2018,MORENA
30,VERACRUZ DE IGNACIO DE LA LLAVE,8,XALAPA,581,200691,DIP_MR_2018,MORENA
30,VERACRUZ DE IGNACIO DE LA LLAVE,9,COATEPEC,470,175188,DIP_MR_2018,MORENA
30,VERACRUZ DE IGNACIO DE LA LLAVE,10,XALAPA,553,208066,DIP_MR_2018,MORENA
30,VERACRUZ DE IGNACIO DE LA LLAVE,11,COATZACOALCOS,562,191018,DIP_MR_2018,MORENA
30,VERACRUZ DE IGNACIO DE LA LLAVE,12,VERACRUZ,605,208975,DIP_MR_2018,PAN
30,VERACRUZ DE IGNACIO DE LA LLAVE,13,HUATUSCO,563,190431,DIP_MR_2018,MORENA
30,VERACRUZ DE IGNACIO DE LA LLAVE,14,MINATITLÁN,544,169076,DIP_MR_2018,MORENA
30,VERACRUZ DE IGNACIO DE LA LLAVE,15,ORIZABA,516,186939,DIP_MR_2018,MORENA
30,VERACRUZ DE IGNACIO DE LA LLAVE,16,CÓRDOBA,529,196761,DIP_MR_2018,MORENA
30,VERACRUZ DE IGNACIO DE LA LLAVE,17,COSAMALOAPAN,531,169394,DIP_MR_2018,MORENA
30,VERACRUZ DE IGNACIO DE LA LLAVE,18,ZONGOLICA,499,184683,DIP_MR_2018,MORENA
30,VERACRUZ DE IGNACIO DE LA LLAVE,19,SAN ANDRÉS TUXTLA,544,176703,DIP_MR_2018,MORENA
30,VERACRUZ DE IGNACIO DE LA LLAVE,20,COSOLEACAQUE,539,186392,DIP_MR_2018,MORENA
31,YUCATÁN,1,VALLADOLID,491,217258,DIP_MR_2018,PRI
31,YUCATÁN,2,PROGRESO,494,212442,DIP_MR_2018,PRI
31,YUCATÁN,3,MÉRIDA,579,219794,DIP_MR_2018,PAN
31,YUCATÁN,4,MÉRIDA,579,240139,DIP_MR_2018,PAN
31,YUCATÁN,5,TICUL,503,224838,DIP_MR_2018,PRI
32,ZACATECAS,1,FRESNILLO,573,165465,DIP_MR_2018,MORENA
32,ZACATECAS,2,JERÉZ DE GARCÍA SALINAS,745,184310,DIP_MR_2018,PRI
