pollster,president,serie,poll_month,tema,positivo,negativo,source_url,chart_index
El Financiero,Sheinbaum,desempeno,2026-02,Relación con Trump,25,65,https://www.elfinanciero.com.mx/nacional/2026/06/01/alcanza-sheinbaum-aprobacion-de-69-en-mayo-encuesta-ef/,01-05
El Financiero,Sheinbaum,desempeno,2026-03,Relación con Trump,32,55,https://www.elfinanciero.com.mx/nacional/2026/06/01/alcanza-sheinbaum-aprobacion-de-69-en-mayo-encuesta-ef/,01-05
El Financiero,Sheinbaum,desempeno,2026-04,Relación con Trump,37,47,https://www.elfinanciero.com.mx/nacional/2026/06/01/alcanza-sheinbaum-aprobacion-de-69-en-mayo-encuesta-ef/,01-05
El Financiero,Sheinbaum,desempeno,2026-05,Relación con Trump,40,45,https://www.elfinanciero.com.mx/nacional/2026/06/01/alcanza-sheinbaum-aprobacion-de-69-en-mayo-encuesta-ef/,01-05
El Financiero,Sheinbaum,aprobacion,2026-01,,69,30,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,00
El Financiero,Sheinbaum,aprobacion,2026-02,,72,28,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,00
El Financiero,Sheinbaum,aprobacion,2026-03,,70,29,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,00
El Financiero,Sheinbaum,aprobacion,2026-04,,68,32,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,00
El Financiero,Sheinbaum,aprobacion,2026-05,,69,31,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,00
El Financiero,Sheinbaum,aprobacion,2026-06,,68,32,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,00
El Financiero,Sheinbaum,desempeno,2026-01,Crimen organizado,16,76,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-02,Crimen organizado,17,78,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-03,Crimen organizado,19,77,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-04,Crimen organizado,27,62,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-05,Crimen organizado,24,66,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-06,Crimen organizado,13,76,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-01,Apoyos sociales,66,29,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-02,Apoyos sociales,71,24,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-03,Apoyos sociales,70,25,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-04,Apoyos sociales,67,24,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-05,Apoyos sociales,71,28,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-06,Apoyos sociales,65,25,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-01,Relación con Trump,24,65,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,03
El Financiero,Sheinbaum,desempeno,2026-02,Relación con Trump,25,65,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,03
El Financiero,Sheinbaum,desempeno,2026-03,Relación con Trump,32,55,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,03
El Financiero,Sheinbaum,desempeno,2026-04,Relación con Trump,37,47,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,03
El Financiero,Sheinbaum,desempeno,2026-05,Relación con Trump,40,45,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,03
El Financiero,Sheinbaum,desempeno,2026-06,Relación con Trump,33,49,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,03
El Financiero,Sheinbaum,desempeno,2026-04,Revisiones al T-MEC,52,34,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,05
El Financiero,Sheinbaum,desempeno,2026-05,Revisiones al T-MEC,57,35,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,05
El Financiero,Sheinbaum,desempeno,2026-06,Revisiones al T-MEC,51,37,https://www.elfinanciero.com.mx/nacional/2026/07/06/aprobacion-a-sheinbaum-registra-68-por-ciento-en-junio-encuesta-ef/,05
El Financiero,Sheinbaum,aprobacion,2026-04,,68,32,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,00
El Financiero,Sheinbaum,aprobacion,2026-05,,69,31,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,00
El Financiero,Sheinbaum,aprobacion,2026-06,,68,32,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,00
El Financiero,Sheinbaum,aprobacion,2026-07,,67,33,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,00
El Financiero,Sheinbaum,desempeno,2026-04,Economía,48,39,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-05,Economía,48,42,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-06,Economía,46,40,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-07,Economía,48,39,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-04,Corrupción,31,59,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-05,Corrupción,30,61,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-06,Corrupción,20,66,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-07,Corrupción,20,62,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-04,Seguridad pública,32,56,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-05,Seguridad pública,25,66,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-06,Seguridad pública,20,68,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-07,Seguridad pública,21,61,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,01
El Financiero,Sheinbaum,desempeno,2026-04,Crimen organizado,27,62,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,02
El Financiero,Sheinbaum,desempeno,2026-05,Crimen organizado,24,66,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,02
El Financiero,Sheinbaum,desempeno,2026-06,Crimen organizado,13,76,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,02
El Financiero,Sheinbaum,desempeno,2026-07,Crimen organizado,15,69,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,02
El Financiero,Sheinbaum,desempeno,2026-04,Apoyos sociales,67,24,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,02
El Financiero,Sheinbaum,desempeno,2026-05,Apoyos sociales,71,28,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,02
El Financiero,Sheinbaum,desempeno,2026-06,Apoyos sociales,65,25,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,02
El Financiero,Sheinbaum,desempeno,2026-07,Apoyos sociales,63,22,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,02
El Financiero,Sheinbaum,desempeno,2026-04,Relación con Trump,37,47,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,04
El Financiero,Sheinbaum,desempeno,2026-05,Relación con Trump,40,45,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,04
El Financiero,Sheinbaum,desempeno,2026-06,Relación con Trump,33,49,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,04
El Financiero,Sheinbaum,desempeno,2026-07,Relación con Trump,35,40,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,04
El Financiero,Sheinbaum,desempeno,2026-04,Revisiones al T-MEC,52,34,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,03
El Financiero,Sheinbaum,desempeno,2026-05,Revisiones al T-MEC,57,35,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,03
El Financiero,Sheinbaum,desempeno,2026-06,Revisiones al T-MEC,51,37,https://www.elfinanciero.com.mx/encuestas-ef/2026/08/03/mantiene-sheinbaum-aprobacion-consistente-en-julio-encuesta-ef/,03
Demotecnia,Sheinbaum,aprobacion,2026-06,,71,18,https://www.demotecnia.com.mx/encuesta-nacional-junio-2026/,05
Demotecnia,Sheinbaum,aprobacion,2026-01,,63,19,https://www.demotecnia.com.mx/evaluacion-de-gobierno-federal-abril-2026/,02
Demotecnia,Sheinbaum,aprobacion,2026-05,,72,17,https://www.demotecnia.com.mx/evaluacion-de-gobierno-federal-abril-2026/,02
Demotecnia,Sheinbaum,desempeno,2026-05,Los derechos de las mujeres,75,14,https://www.demotecnia.com.mx/evaluacion-de-gobierno-federal-abril-2026/,07
Demotecnia,Sheinbaum,desempeno,2026-05,La atención a niños y jóvenes,72,18,https://www.demotecnia.com.mx/evaluacion-de-gobierno-federal-abril-2026/,07
Demotecnia,Sheinbaum,desempeno,2026-05,Los programas sociales,71,14,https://www.demotecnia.com.mx/evaluacion-de-gobierno-federal-abril-2026/,07
Demotecnia,Sheinbaum,desempeno,2026-05,El combate a la pobreza,61,30,https://www.demotecnia.com.mx/evaluacion-de-gobierno-federal-abril-2026/,07
Demotecnia,Sheinbaum,desempeno,2026-05,La construcción de obras e infraestructura,60,23,https://www.demotecnia.com.mx/evaluacion-de-gobierno-federal-abril-2026/,07
Demotecnia,Sheinbaum,desempeno,2026-05,La educación pública,57,29,https://www.demotecnia.com.mx/evaluacion-de-gobierno-federal-abril-2026/,07
Demotecnia,Sheinbaum,desempeno,2026-05,La protección al medio ambiente,51,30,https://www.demotecnia.com.mx/evaluacion-de-gobierno-federal-abril-2026/,07
Demotecnia,Sheinbaum,desempeno,2026-05,La economía,48,39,https://www.demotecnia.com.mx/evaluacion-de-gobierno-federal-abril-2026/,07
Demotecnia,Sheinbaum,desempeno,2026-05,Las relaciones internacionales,49,27,https://www.demotecnia.com.mx/evaluacion-de-gobierno-federal-abril-2026/,07
Demotecnia,Sheinbaum,desempeno,2026-05,Los servicios de salud pública,46,38,https://www.demotecnia.com.mx/evaluacion-de-gobierno-federal-abril-2026/,07
Demotecnia,Sheinbaum,desempeno,2026-05,La seguridad,42,39,https://www.demotecnia.com.mx/evaluacion-de-gobierno-federal-abril-2026/,07
